"address","categoryId","city","contactPhone","country","createdAt","description","evidence","geo","id","images","kind","location","locationGranularity","name","price","promotionTier","remote","salary","source","sourceUrl","sponsoredUntil","state","subtype","tags","title","type","updatedAt","website"
"Washington, DC","services","Washington","Not provided","USA","","","""Law Offices of Seife Lemma"" listed under Ethiopian Lawyers Near Me.","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-offices-of-seife-lemma-washington-dc-lawyer-7848d3d2c9234132","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Offices of Seife Lemma","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","lawyer","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","business","2025-12-19T18:03:38.804138+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"5638 W Washington St","restaurants","Indianapolis","","USA","","","Zara Habesha is an Ethiopian and Eritrean restaurant located in Indianapolis, offering a unique culinary experience.","{""formatted_address"":{""S"":""5638 W Washington St, Indianapolis, IN 46241, USA""},""location_type"":{""S"":""ROOFTOP""}}","zara-habesha-indianapolis-in-ethiopian-5eb3ea9fa1b481c5","[]","","{""lat"":{""N"":""39.7512529""},""lon"":{""N"":""-86.2564599""}}","","Zara Habesha","","","","","openai_web_search+google_geocode","https://zara-habesha-ethiopian-eritrean-restaurant.wheree.com/","","IN","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Restaurant""},{""S"":""Indianapolis""}]","","restaurant","2025-12-19T17:55:11.639850+00:00",""
"Washington, DC","services","Washington","Not provided","USA","","","""Law Offices of Zewdu Alem Derseh"" listed under Ethiopian Lawyers Near Me.","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-offices-of-zewdu-alem-derseh-washington-dc-lawyer-af46ba639bd3d3ec","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Offices of Zewdu Alem Derseh","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","lawyer","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","business","2025-12-19T18:03:39.032902+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"3415 Main St","restaurants","Kansas City","(816) 756-5111","USA","","","Address: 3415 Main St, Kansas City, MO 64111","{""formatted_address"":{""S"":""3415 Main St, Kansas City, MO 64111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-restaurant-bar-kansas-city-mo-ethiopian-0e94da6900bc0d07","[]","","{""lat"":{""N"":""39.0651496""},""lon"":{""N"":""-94.5853526""}}","","Habesha Restaurant & Bar","","","","","openai_web_search+google_geocode","https://habesharestaurantkc.com","","MO","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""}]","","restaurant","2025-12-19T17:55:37.764190+00:00","https://habesharestaurantkc.com"
"","rentals","","","","2025-12-23T22:12:30.063699+00:00","","","","31413286-3706-4071-962a-cc1412ee01af","","","","","hhh","","",false,"","","","","","","","","","2025-12-23T22:12:30.063699+00:00",""
"Washington, DC","services","Washington","301-244-8174","USA","","","LAW OFFICES OF ZEWDU ALEM DERSEH
See More info Here","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-offices-of-zewdu-alem-derseh-washington-dc-ethiopian-9a73fd2e4fdedc59","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Offices of Zewdu Alem Derseh","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","Ethiopian","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","lawyer","2025-12-19T18:02:33.021114+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"Washington, DC","services","Washington","301-244-8174","USA","","","FAYAD & ASSOCIATES
See More info Here","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","fayad-associates-washington-dc-ethiopian-925a17d7e6a13422","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Fayad & Associates","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","Ethiopian","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","lawyer","2025-12-19T18:02:33.370272+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"Bole, K03/05","restaurants","Addis Ababa","+251 11 618 8888","Ethiopia","","","Habesha Restaurant offers diners an authentic Ethiopian meal, where they will sit on wooden stools around a mesop (Ethiopian dinner table).","{""formatted_address"":{""S"":""Bole, Addis Ababa, Ethiopia""},""location_type"":{""S"":""APPROXIMATE""}}","habesha-restaurant-addis-ababa-addis-ababa-ethiopian-fbd8d1b5dbda5b80","[]","","{""lat"":{""N"":""8.9831138""},""lon"":{""N"":""38.8100855""}}","","Habesha Restaurant","","","","","openai_web_search+google_geocode","https://www.icwe-secretariat.com/files/eLA15/Restaurants_and_social_events.pdf","","Addis Ababa","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Habesha""}]","","restaurant","2025-12-19T17:55:49.956475+00:00","https://www.yodabyssinia.com/"
"3415 Main St","restaurants","Kansas City","","USA","","","Ethiopian, Eritrean refugees seeing success after opening West Side restaurant","{""formatted_address"":{""S"":""3415 Main St, Kansas City, MO 64111, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-restaurant-kansas-city-mo-ethiopian-a4fd4f72f7ce1405","[]","","{""lat"":{""N"":""39.0651496""},""lon"":{""N"":""-94.5853526""}}","","Habesha Restaurant","","","","","openai_web_search+google_geocode","https://www.news5cleveland.com/open/refugees-to-restauranteurs-trio-from-ethiopia-overcoming-challenges-after-opening-amid-pandemic","","MO","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Restaurant""},{""S"":""Cleveland""}]","","restaurant","2025-12-19T17:55:11.872523+00:00",""
"Washington, DC","services","Washington","301-244-8174","USA","","","Law Office of Fekade
See More information about Fekade Law Firm","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","law-office-of-fekade-washington-dc-ethiopian-779fda13fed6cd63","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Law Office of Fekade","","","","","openai_web_search+google_geocode","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/","","DC","Ethiopian","[{""S"":""lawyer""},{""S"":""Ethiopian""}]","","lawyer","2025-12-19T18:02:32.509767+00:00","https://habeshayellowpages.com/listings/ethiopian-lawyers-near-me/"
"1400 2nd Avenue, Seattle, WA 98101","markets","Seattle","","USA","","","1400 2nd Avenue, Seattle, WA 98101","{""formatted_address"":{""S"":""1400 2nd Ave, Seattle, WA 98101, USA""},""location_type"":{""S"":""ROOFTOP""}}","habesha-cafe-ethiopian-market-seattle-wa-market-d285c2e3cad0a048","[]","","{""lat"":{""N"":""47.6086215""},""lon"":{""N"":""-122.3379119""}}","","Habesha Cafe Ethiopian Market","","","","","openai_web_search+google_geocode","https://habesha.cafe/habesha-market/","","WA","market","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Habesha""},{""S"":""grocery""},{""S"":""market""},{""S"":""injera""}]","","grocery","2025-12-19T17:57:54.825667+00:00","https://habesha.cafe/habesha-market/"
"","rentals","","","","2025-12-24T19:26:02.385952+00:00","","","","98e03792-8879-402f-ac72-3b9f866af077","","","","","loging","","",false,"","","","","","","","","","2025-12-24T19:26:02.385952+00:00",""
"Cary, NC","markets","Cary","(919) 377-9999","USA","","","Habesha Market & Carry-out, we are committed to using only the freshest and highest quality ingredients in our dishes.","{""formatted_address"":{""S"":""Cary, NC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","habesha-market-cary-nc-ethiopian-456b3a4d172f21ea","[]","","{""lat"":{""N"":""35.7890402""},""lon"":{""N"":""-78.77976439999999""}}","","Habesha Market","","","","","openai_web_search+google_geocode","https://www.habeshamarketcary.com/about","","NC","Ethiopian","[{""S"":""Ethiopian market""},{""S"":""injera""},{""S"":""spices""},{""S"":""coffee""}]","","market","2025-12-19T17:58:17.020528+00:00","https://www.habeshamarketcary.com/"
"","rentals","","","","2025-12-24T19:45:36.616441+00:00","","","","5ea207eb-9f32-4e1a-a94c-683709e3fe77","","","","","loging","","homeSponsored",false,"","","","1767210348","","","","","","2025-12-24T19:45:48.626475+00:00",""
"","rentals","","","","2025-12-24T19:20:35.544613+00:00","","","","b8d6ab5e-469a-4f7a-95c6-0892a8749b86","","","","","loging","","homeSponsored",false,"","","","1767212376","","","","","","2025-12-24T20:19:36.919013+00:00",""
"Washington, DC","services","Washington","301-244-8174","USA","","","Kia Travel and Documents Legalization
See More info Here","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","kia-travel-and-documents-legalization-washington-dc-ethiopian-e733ade99e76b8bf","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Kia Travel and Documents Legalization","","","","","openai_web_search+google_geocode","https://habeshalink.com/listings/ethiopian-notarization-document-legalization-services/","","DC","Ethiopian","[{""S"":""notary""},{""S"":""Ethiopian""}]","","notary","2025-12-19T18:02:33.502837+00:00","https://habeshalink.com/listings/ethiopian-notarization-document-legalization-services/"
"","rentals","","","","","","HabeshaLink","{""formatted_address"":{""S"":""""},""location_type"":{""S"":""""},""granularity"":{""S"":""remote""}}","habeshalink-unknown-unknown-website-e23885df04e2844a","[]","rental","","remote","HabeshaLink","","",true,"","openai_web_search+google_geocode","https://habeshalink.com/","","","website","[{""S"":""HabeshaLink""},{""S"":""Ethiopian community""},{""S"":""housing listings""},{""S"":""roommates""},{""S"":""DMV area""},{""S"":""Washington DC""},{""S"":""Maryland""},{""S"":""Virginia""}]","HabeshaLink","website","2025-12-19T17:53:35.607991+00:00","https://habeshalink.com/"
"","rentals","","","","","","Habesha Real Estate agents and professionals are in all major cities in the United States.","{""formatted_address"":{""S"":""""},""location_type"":{""S"":""""},""granularity"":{""S"":""remote""}}","ethiopian-and-eritrean-real-estate-agents-unknown-unknown-real-estate-3340e0088a0c20e8","[]","rental","","remote","Ethiopian and Eritrean Real Estate Agents","","",true,"","openai_web_search+google_geocode","https://habeshalink.com/listings/realtor/","","","real estate","[{""S"":""Habesha""},{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""real estate agents""},{""S"":""USA""}]","Ethiopian and Eritrean Real Estate Agents","real estate","2025-12-19T17:53:35.631693+00:00","https://habeshalink.com/listings/realtor/"
"1518 U Street NW","","Washington","202-319-9350","USA","","","Jojo Restaurant & Bar 1518 U Street NW, Washington, DC 20009 202-319 9350 www.jojodc.com","{""formatted_address"":{""S"":""1518 U St NW, Washington, DC 20009, USA""},""location_type"":{""S"":""ROOFTOP""},""granularity"":{""S"":""street""},""geocoded_from"":{""S"":""1518 U Street NW, Washington, DC, USA""}}","jojo-restaurant-bar-washington-dc-ethiopian-a646c94af281562d","[]","place","{""lat"":{""N"":""38.9168326""},""lon"":{""N"":""-77.03539300000001""}}","street","Jojo Restaurant & Bar","N/A","",false,"N/A","openai_web_search+google_geocode","https://oaa.dc.gov/sites/default/files/dc/sites/oaa/page_content/attachments/Africancomp.pdf","","DC","Ethiopian","[{""S"":""Ethiopian restaurant""},{""S"":""Washington DC""}]","Ethiopian Restaurant and Bar","restaurant","2025-12-19T01:27:44.298702+00:00","https://www.jojodc.com"
"245 Eleventh Avenue","restaurants","New York City","(212) 555-1234","USA","","","Hav & Mar is a restaurant in Chelsea, New York City opened by Marcus Samuelsson. The food is described as ""Swediopian,"" a mix of Swedish and Ethiopian primarily serving seafood.","{""formatted_address"":{""S"":""245 11th Ave, New York, NY 10001, USA""},""location_type"":{""S"":""ROOFTOP""}}","hav-mar-new-york-city-ny-ethiopian-7c53cc2249491ed5","[]","","{""lat"":{""N"":""40.7450991""},""lon"":{""N"":""-74.0080411""}}","","Hav & Mar","","","","","openai_web_search+google_geocode","https://en.wikipedia.org/wiki/Hav_%26_Mar","","NY","Ethiopian","[{""S"":""Ethiopian""},{""S"":""New York City""}]","","restaurant","2025-12-19T17:55:03.957926+00:00","https://www.havandmar.com/"
"2940 Northeast Alberta Street","restaurants","Portland","(503) 555-5678","USA","","","Abyssinian Kitchen is an Ethiopian and Eritrean restaurant in Portland, Oregon, United States.","{""formatted_address"":{""S"":""2940 NE Alberta St, Portland, OR 97211, USA""},""location_type"":{""S"":""ROOFTOP""}}","abyssinian-kitchen-portland-or-ethiopian-8e945e82cf6f0256","[]","","{""lat"":{""N"":""45.5588858""},""lon"":{""N"":""-122.6350114""}}","","Abyssinian Kitchen","","","","","openai_web_search+google_geocode","https://en.wikipedia.org/wiki/Abyssinian_Kitchen","","OR","Ethiopian","[{""S"":""Ethiopian""},{""S"":""Eritrean""},{""S"":""Portland""}]","","restaurant","2025-12-19T17:55:04.112536+00:00","https://abyssiniankitchen.com/"
"1125 Queen St, Alexandria, VA 22314","","Alexandria","703-717-9740","US","","","1125 Queen St, Alexandria, VA 22041","{""formatted_address"":{""S"":""1125 Queen St, Alexandria, VA 22314, USA""},""location_type"":{""S"":""ROOFTOP""}}","hawwi-ethiopian-restaurant-alexandria-va-ethiopian-439400626c9e4f9c","[]","","{""lat"":{""N"":""38.8082162""},""lon"":{""N"":""-77.0517696""}}","","Hawwi Ethiopian Restaurant","","","","","openai_web_search+google_geocode","https://hawirestaurant.com/contact.php","","VA","ethiopian","[{""S"":""Ethiopian Restaurant""}]","","restaurant","2025-12-18T02:21:41.082149+00:00","https://hawirestaurant.com/contact.php"
"Washington, DC","services","Washington","301-244-8174","USA","","","Adulis MCS, Pack & Ship
See More info Here","{""formatted_address"":{""S"":""Washington, DC, USA""},""location_type"":{""S"":""APPROXIMATE""}}","adulis-mcs-pack-ship-washington-dc-ethiopian-001b78b0ef1620cc","[]","","{""lat"":{""N"":""38.9071923""},""lon"":{""N"":""-77.0368707""}}","","Adulis MCS, Pack & Ship","","","","","openai_web_search+google_geocode","https://habeshalink.com/listings/ethiopian-notarization-document-legalization-services/","","DC","Ethiopian","[{""S"":""notary""},{""S"":""Ethiopian""}]","","notary","2025-12-19T18:02:33.571400+00:00","https://habeshalink.com/listings/ethiopian-notarization-document-legalization-services/"
"1608 7th Street NW","","Washington","202-232-1608","USA","","","Fassle LLC -Uptown 1608 7th Street NW, Washington, DC 20001 202-232-1608 www.uptownethiopiancuisine.com","{""formatted_address"":{""S"":""1608 7th St NW, Washington, DC 20001, USA""},""location_type"":{""S"":""ROOFTOP""},""granularity"":{""S"":""street""},""geocoded_from"":{""S"":""1608 7th Street NW, Washington, DC, USA""}}","fassle-llc-uptown-washington-dc-ethiopian-37e8d7eded0c53cc","[]","place","{""lat"":{""N"":""38.9114946""},""lon"":{""N"":""-77.022226""}}","street","Fassle LLC - Uptown","N/A","",false,"N/A","openai_web_search+google_geocode","https://oaa.dc.gov/sites/default/files/dc/sites/oaa/page_content/attachments/Africancomp.pdf","","DC","Ethiopian","[{""S"":""Ethiopian restaurant""},{""S"":""Washington DC""}]","Ethiopian Restaurant","restaurant","2025-12-19T01:27:43.864416+00:00","https://www.uptownethiopiancuisine.com"
